sample_id,date,year,month,month_num,season,location,latitude,longitude,tide_type,tide_phase,sampling_start,sampling_end,time,hour,interval_hr,weather,wind_speed_kmh,wind_direction,water_temp_c,depth_m,ph,ec_ms_cm,salinity_ppt,do_mg_l,orp_mv,turbidity_ntu,tds_ppt,tss_mg_l,nh3_n_mg_l,nitrate_mg_l,sulphate_mg_l,phosphate_mg_l,alkalinity_mg_l,hardness_titration_ml,hardness_total_mg_l,fe_mg_l,oil_grease_mg_l,remarks
K_90_12_14_2023,12/14/2023,2023,December,12,Dry,karamjol,22.429192,89.598257,Spring,F,7:00,17:00,3:00 PM,3,2,Sunny,10.2,N,23.77,7,7.95,1.64,0.83,7.36,74.5,88.6,0.819,120,0.05,3.5,49,0.5,90,23,115,0.04,62.3,N/A
K_91_12_14_2023,12/14/2023,2023,December,12,Dry,karamjol,22.429192,89.598257,Spring,F,7:00,17:00,5:00 PM,5,2,Sunset and cloudy,14.3,N,23.59,5.2,7.95,1.291,0.64,7.13,55.6,265,0.646,411,0.1,3.8,40,1,80,22,110,0.04,88,N/A
K_92_21_01_2024,21/01/2024,2024,January,1,Dry,karamjol,22.429192,89.598257,Neap,R,7:00,17:00,7:00 AM,7,2,Huge foggy,0.2,N,20.15,7.4,7.9,7.285,4.03,7.95,70.5,150,3.642,151,0.31,2.9,107,0.4,240,35,175,0.01,102,Tourist ship anchored
K_93_21_01_2024,21/01/2024,2024,January,1,Dry,karamjol,22.429192,89.598257,Neap,R,7:00,17:00,9:00 AM,9,2,Foggy,2.2,N,20.13,8.1,7.92,7.298,4.04,8.1,69.2,43.2,3.649,147,0.22,3.2,107,0.4,220,40,200,0.02,101.1,"Tourist ship anchored, tourist ship passed"
K_94_21_01_2024,21/01/2024,2024,January,1,Dry,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,11:00 AM,11,2,Foggy,5.3,NE,20.2,7,7.97,7.306,4.04,7.94,69.2,38.8,3.654,64,0.34,3.6,107,0.3,180,43,215,0.02,98.2,Tourist ship anchored
K_95_21_01_2024,21/01/2024,2024,January,1,Dry,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,1:00 PM,1,2,Foggy,0.3,N,20.32,5.9,7.96,7.378,4.08,7.85,69.1,89.9,3.69,195,0.34,3.1,106,0.6,200,37,185,0.02,65.3,Tourist ship anchored
K_96_21_01_2024,21/01/2024,2024,January,1,Dry,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,3:00 PM,3,2,Sunny,0.1,N,20.41,5.2,7.96,7.54,4.18,7.8,69.6,90.7,3.773,192,0.3,3,106,0.5,160,39,195,0.03,70.1,N/A
K_97_21_01_2024,21/01/2024,2024,January,1,Dry,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,5:00 PM,5,2,Foggy,1.5,W,20.44,5.1,7.96,7.477,4.14,7.85,70,49.8,3.739,90,0.32,3.4,106,0.4,210,38,190,0.02,72.3,N/A
K_98_1_29_2024,1/29/2024,2024,January,1,Dry,karamjol,22.429192,89.598257,Spring,F,7:00,17:00,7:00 AM,7,2,Cold and Foggy,2.1,N,19.71,5,8,8.82,4.95,8.19,63.1,346,4.413,296,0.31,2.9,100,1.1,90,37,185,0.01,104,N/A
K_99_1_29_2024,1/29/2024,2024,January,1,Dry,karamjol,22.429192,89.598257,Spring,F,7:00,17:00,9:00 AM,9,2,Sunny,0.5,N,19.82,4.6,7.98,9.121,5.13,8.2,63.8,258,4.562,309,0.44,3.2,101,1,140,45,225,0.01,99.1,N/A
K_100_1_29_2024,1/29/2024,2024,January,1,Dry,karamjol,22.429192,89.598257,Spring,R,7:00,17:00,11:00 AM,11,2,Sunny,1.5,N,20.55,5.5,8,9.076,5.11,8.11,64.8,52.2,4.542,73,0.49,2.7,100,0.4,180,48,240,0.03,62.3,N/A
K_101_1_29_2024,1/29/2024,2024,January,1,Dry,karamjol,22.429192,89.598257,Spring,R,7:00,17:00,1:00 PM,1,2,Sunny,1.1,N,20.04,7.7,7.99,8.931,5.01,8.09,65.2,114,4.465,179,0.41,1.9,97,0.5,200,45,225,0.08,89,Ship passed
K_102_1_29_2024,1/29/2024,2024,January,1,Dry,karamjol,22.429192,89.598257,Spring,R,7:00,17:00,3:00 PM,3,2,Sunny,0.7,N,20.17,7.4,7.98,9.43,5.31,8.33,65,27.5,4.719,46,0.45,2.3,99,0.3,190,39,195,0.01,55.7,N/A
K_103_1_29_2024,1/29/2024,2024,February,2,Dry,karamjol,22.429192,89.598257,Spring,F,7:00,17:00,5:00 PM,5,2,Sunny,0.1,N,20.21,6.9,7.98,9.271,5.23,8.37,65.6,27,4.638,50,0.41,2.7,99,0.3,130,40,200,0.02,65.1,N/A
K_104_2_19_2024,2/19/2024,2024,February,2,Dry,karamjol,22.429192,89.598257,Neap,R,7:00,17:00,7:00 AM,7,2,Less foggy,0.5,SW,22.81,6.2,7.84,14.7,8.55,7.08,29.6,38.4,7.352,47,1.06,4.8,117,0.5,130,134,670,0.07,25.1,N/A
K_105_2_19_2024,2/19/2024,2024,February,2,Dry,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,9:00 AM,9,2,Sunny,6.5,SW,22.83,6.8,7.8,14.73,8.56,7.12,31.9,28,7.361,45,0.6,4.9,118,0.5,120,132,660,0.1,21.2,N/A
K_106_2_19_2024,2/19/2024,2024,February,2,Dry,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,11:00 AM,11,2,Sunny,0.3,SW,23,6.4,7.8,14.72,8.57,7.23,33.3,19.5,7.359,20,0.99,5.3,116,0.3,80,157,785,0.17,6.4,Tourist ship passed
K_107_2_19_2024,2/19/2024,2024,February,2,Dry,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,1:00 PM,1,2,Sunny,4.5,SE,23.24,5.9,7.81,14.8,8.61,6.95,32.1,65,7.4,101,0.86,4.6,118,0.9,90,153,765,0.14,22.2,N/A
K_108_2_19_2024,2/19/2024,2024,February,2,Dry,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,3:00 PM,3,2,Sunny,2.9,SE,23.35,5.6,7.79,14.78,8.6,7.56,33.4,43.6,7.394,59,0.94,5.5,118,0.6,90,150,750,0.08,16.6,N/A
K_109_2_19_2024,2/19/2024,2024,February,2,Dry,karamjol,22.429192,89.598257,Neap,R,7:00,17:00,5:00 PM,5,2,Sunny,1.2,SE,23.34,6,7.79,14.77,8.59,7.24,32.8,20.8,7.388,33,0.88,5,118,0.5,90,157,785,0.12,20,LPG ship passed
K_110_2_28_2024,2/28/2024,2024,February,2,Dry,karamjol,22.429192,89.598257,Spring,F,7:00,17:00,7:00 AM,7,2,Sunny,8.1,W,23.65,5.1,8.04,16.33,9.57,7.81,48.6,357,8.163,593,1.31,5.3,116,1.5,110,180,900,0.15,214.2,"Tourist ship anchored, high current"
K_111_2_28_2024,2/28/2024,2024,February,2,Dry,karamjol,22.429192,89.598257,Spring,F,7:00,17:00,9:00 AM,9,2,Sunny,6.1,W,23.71,4.2,7.92,16.6,9.75,7.4,54.9,344,8.3,454,0.91,6.1,118,0.9,90,161,805,0.11,24.8,Tourist ship anchored
K_112_2_28_2024,2/28/2024,2024,February,2,Dry,karamjol,22.429192,89.598257,Spring,R,7:00,17:00,11:00 AM,11,2,Sunny,1.2,NW,24.21,5.3,7.89,16.68,9.78,7.2,57.7,54.7,8.33,96,0.86,6,115,0.5,130,185,925,0.28,55,"Tourist ship anchored, LPG ship passed"
K_113_2_28_2024,2/28/2024,2024,February,2,Dry,karamjol,22.429192,89.598257,Spring,R,7:00,17:00,1:00 PM,1,2,Sunny,15.4,NW,23.94,7.3,7.88,16.54,9.71,7.09,58.3,381,8.271,526,0.93,5.1,115,1.2,100,201,1005,0.28,26.5,N/A
K_114_2_28_2024,2/28/2024,2024,February,2,Dry,karamjol,22.429192,89.598257,Spring,R,7:00,17:00,3:00 PM,3,2,Sunny,5.5,NW,24.05,7.5,7.86,17.43,10.27,7.33,59,158,8.714,207,0.91,4.7,117,1.1,100,223,1115,0.14,39.7,N/A
K_115_2_28_2024,2/28/2024,2024,February,2,Dry,karamjol,22.429192,89.598257,Spring,F,7:00,17:00,5:00 PM,5,2,Sunny,2.7,NW,24.14,7.2,7.87,17.35,10.24,7.48,58.6,41.9,8.696,57,0.71,5,117,0.5,90,203,1015,0.11,65.8,N/A
K_116_3_6_2024,3/6/2024,2024,March,3,Pre Monsoon,karamjol,22.429192,89.598257,Neap,R,7:00,17:00,7:00 AM,7,2,Sunny,9.1,N,25.25,6.6,8.04,17.68,10.42,7.43,52,81.6,8.841,113,1.22,5.7,620,0.4,110,258,1290,0.19,139.9,Tourist ship anchored
K_117_3_6_2024,3/6/2024,2024,March,3,Pre Monsoon,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,9:00 AM,9,2,Sunny,19,N,25.13,6.8,7.93,17.59,10.36,7.34,57.8,69.9,8.799,89,1.17,5.6,680,0.3,90,270,1350,0.05,41.2,Tourist ship started and go
K_118_3_6_2024,3/6/2024,2024,March,3,Pre Monsoon,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,11:00 AM,11,2,Sunny,15.2,N,25.26,6.2,7.93,17.59,10.37,7.62,58.6,42.8,8.798,51,1.79,5.6,740,0.3,100,267,1335,0.07,186,N/A
K_119_3_6_2024,3/6/2024,2024,March,3,Pre Monsoon,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,1:00 PM,1,2,Sunny,13.7,N,25.58,5.5,7.95,17.88,10.55,7.51,60.5,92.9,8.945,113,1.71,4.8,770,0.3,80,276,1380,0.06,52.8,N/A
K_120_3_6_2024,3/6/2024,2024,March,3,Pre Monsoon,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,3:00 PM,3,2,Sunny,11.9,N,25.66,4.7,7.94,18.09,10.69,7.43,61.7,122,9.051,154,1.63,5.8,700,0.4,80,283,1415,0.07,13.5,N/A
K_121_3_6_2024,3/6/2024,2024,March,3,Pre Monsoon,karamjol,22.429192,89.598257,Neap,R,7:00,17:00,5:00 PM,5,2,Sunny,4.3,N,25.7,5,7.94,18.11,10.69,7.45,60.1,50,9.057,64,1.13,4.6,620,0.3,90,290,1450,0.16,64.4,N/A
K_122_3_25_2024,3/25/2024,2024,March,3,Pre Monsoon,karamjol,22.429192,89.598257,Spring,F,7:00,17:00,7:00 AM,7,2,Sunny,13.9,S,27.03,3.9,7.92,22.67,13.63,7,57.3,383,11.34,482,2.38,4.4,800,0.6,90,271,1355,0.12,80.1,N/A
K_123_3_25_2024,3/25/2024,2024,March,3,Pre Monsoon,karamjol,22.429192,89.598257,Spring,R,7:00,17:00,9:00 AM,9,2,Sunny,10.4,S,27.16,4.8,7.82,22.62,13.59,7.09,60.2,153,11.31,167,2.1,4.1,787,0.3,100,263,1315,0.25,76.1,N/A
K_124_3_25_2024,3/25/2024,2024,March,3,Pre Monsoon,karamjol,22.429192,89.598257,Spring,R,7:00,17:00,11:00 AM,11,2,Sunny,22.3,SW,27.43,7.4,7.79,22.94,13.8,6.88,62.2,337,11.42,353,2.25,4.3,853,0.5,80,260,1300,0.27,90.2,Ship passed
K_125_3_25_2024,3/25/2024,2024,March,3,Pre Monsoon,karamjol,22.429192,89.598257,Spring,R,7:00,17:00,1:00 PM,1,2,Sunny,18.3,SW,27.42,7.8,7.85,23.73,14.33,6.73,60.5,101,11.87,121,2.09,4.4,853,0.2,90,270,1350,0.18,70.3,N/A
K_126_3_25_2024,3/25/2024,2024,March,3,Pre Monsoon,karamjol,22.429192,89.598257,Spring,F,7:00,17:00,3:00 PM,3,2,Sunny,19.5,W,27.6,7.8,7.8,23.53,14.19,6.83,64.3,51.8,11.77,74,2.12,3.7,853,0.2,120,276,1380,0.16,63.5,N/A
K_127_3_25_2024,3/25/2024,2024,March,3,Pre Monsoon,karamjol,22.429192,89.598257,Spring,F,7:00,17:00,5:00 PM,5,2,Sunny,14.4,SW,27.36,5.5,7.79,22.84,13.74,6.78,61.9,456,11.42,577,1.97,3.1,827,0.4,100,290,1450,0.17,53.7,Ship passed
K_128_4_16_2024,4/16/2024,2024,April,4,Pre Monsoon,karamjol,22.429192,89.598257,Neap,R,7:00,17:00,7:00 AM,7,2,Sunny,4.3,W,30.1,6.3,7.53,27.59,16.84,5.5,56.8,26.9,13.79,38,3.31,5.4,1060,0.5,80,314,1570,0.12,49.3,N/A
K_129_4_16_2024,4/16/2024,2024,April,4,Pre Monsoon,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,9:00 AM,9,2,Sunny,8.3,W,30.45,6.5,7.62,27.92,17.09,5.57,56.8,100,13.99,143,3.41,6.7,1080,0.7,120,351,1755,0.27,38.3,N/A
K_130_4_16_2024,4/16/2024,2024,April,4,Pre Monsoon,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,11:00 AM,11,2,Sunny,18.3,W,30.52,5.6,7.71,28.18,17.22,5.61,54.5,105,14.09,159,3.04,10.3,1060,0.5,100,372,1860,0.19,158.2,N/A
K_131_4_16_2024,4/16/2024,2024,April,4,Pre Monsoon,karamjol,22.429192,89.598257,Neap,F,7:00,17:00,1:00 PM,1,2,Sunny,12.3,W,30.55,5.3,7.74,28.06,17.14,6.06,57,65.2,14.03,88,3.12,4.5,1080,0.7,110,309,1545,0.06,50.1,Ship passed
K_132_4_16_2024,4/16/2024,2024,April,4,Pre Monsoon,karamjol,22.429192,89.598257,Neap,R,7:00,17:00,3:00 PM,3,2,Sunny,10.1,W,30.78,6.8,7.76,27.88,17.02,6.02,49.5,102,13.95,143,3.17,5.9,1060,0.7,90,376,1880,0.08,77.4,Navy ship passed
K_133_4_16_2024,4/16/2024,2024,April,4,Pre Monsoon,karamjol,22.429192,89.598257,Neap,R,7:00,17:00,5:00 PM,5,2,Sunny,3.1,W,30.62,7.5,7.75,27.56,16.81,5.62,50.4,43.7,13.79,64,3.29,12,1040,0.6,100,325,1625,0.06,85.8,N/A
K_134_4_23_2024,4/23/2024,2024,April,4,Pre Monsoon,karamjol,22.429192,89.598257,Spring,R,7:00,17:00,7:00 AM,7,2,Sunny,9.1,W,31.46,4.2,7.9,28.28,17.24,6.82,31.4,184,14.12,237,2.9,5.9,1040,0.3,80,345,1725,0.16,81.4,Fishing boat passed
K_135_4_23_2024,4/23/2024,2024,April,4,Pre Monsoon,karamjol,22.429192,89.598257,Spring,R,7:00,17:00,9:00 AM,9,2,Sunny,12.2,W,31.65,5,7.84,28.65,17.52,6.66,38.2,101,14.33,203,3.14,4.4,1120,0.4,100,354,1770,0.25,48,N/A
K_136_4_23_2024,4/23/2024,2024,April,4,Pre Monsoon,karamjol,22.429192,89.598257,Spring,R,7:00,17:00,11:00 AM,11,2,Sunny,5.3,W,31.82,7.4,7.78,27.92,17.03,6.75,38.3,181,13.97,301,3.54,5.5,1060,0.4,100,351,1755,0.2,48.4,Navy ship passed
K_137_4_23_2024,4/23/2024,2024,April,4,Pre Monsoon,karamjol,22.429192,89.598257,Spring,R,7:00,17:00,1:00 PM,1,2,Sunny,6.6,W,31.63,8.5,7.79,28.02,17.09,6.42,39.7,120,14,176,3.16,3.8,1000,0.3,80,353,1765,0.16,81.9,Ship passed
K_138_4_23_2024,4/23/2024,2024,April,4,Pre Monsoon,karamjol,22.429192,89.598257,Spring,F,7:00,17:00,3:00 PM,3,2,Sunny,1.2,W,32.9,6.9,7.85,28,17.05,7.2,38.1,23.7,14,32,3.07,5.4,1060,0.2,100,354,1770,0.1,28.7,N/A
K_139_4_23_2024,4/23/2024,2024,April,4,Pre Monsoon,karamjol,22.429192,89.598257,Spring,F,7:00,17:00,5:00 PM,5,2,Sunny,1.1,W,31.92,5,7.8,28.31,17.29,6.75,39.1,254,14.17,274,2.07,4.8,1060,0.4,80,353,1765,0.17,53.2,N/A
K_140_5_8_2024,5/8/2024,2024,May,5,Pre Monsoon,karamjol,22.429192,89.598257,Spring,R,7:30,17:00,7:30 AM,7.5,2,Cloudy,25,E,30.58,4.1,7.97,30.61,18.87,6.82,42,405,15.31,594,2.88,5.6,114,0.5,100,352,1760,0.03,34.6,N/A
K_141_5_8_2024,5/8/2024,2024,May,5,Pre Monsoon,karamjol,22.429192,89.598257,Spring,R,7:30,17:00,9:00 AM,9,2,Cloudy,21.7,E,30.71,5.7,7.91,30.65,18.91,6.79,44.8,399,15.34,511,3.44,5.3,117,0.4,110,382,1910,0.02,59.4,Navy ship passed
K_142_5_8_2024,5/8/2024,2024,May,5,Pre Monsoon,karamjol,22.429192,89.598257,Spring,R,7:30,17:00,11:00 AM,11,2,Cloudy,16.7,SE,30.94,7.9,7.78,28.56,17.44,6.5,47.2,89.5,14.26,122,2.72,4.2,110,0.4,70,344,1720,0.01,37.8,N/A
K_143_5_8_2024,5/8/2024,2024,May,5,Pre Monsoon,karamjol,22.429192,89.598257,Spring,R,7:30,17:00,1:00 PM,1,2,Cloudy,16.2,SW,31.01,7.5,7.76,28.26,17.27,6.03,48.4,270,14.13,329,2.76,4.2,116,0.4,90,337,1685,0.02,78.3,N/A
K_144_5_8_2024,5/8/2024,2024,May,5,Pre Monsoon,karamjol,22.429192,89.598257,Spring,F,7:30,17:00,3:00 PM,3,2,Sunny,18.6,SW,30.96,6.4,7.79,28.08,17.15,6.13,46.9,139,14.04,175,3.05,3.8,118,0.4,80,330,1650,0.04,132.8,High wave
K_145_5_8_2024,5/8/2024,2024,May,5,Pre Monsoon,karamjol,22.429192,89.598257,Spring,F,7:30,17:00,5:00 PM,5,2,Sunny,11.6,S,30.71,5.2,7.77,29.28,17.97,6.11,48.2,112,14.65,246,3.38,4.8,115,0.4,90,328,1640,0.01,63.5,High wave
J_1_5_29_2023,5/29/2023,2023,May,5,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:30,7:30 AM,7.5,2,Light Sunny,6,N,30.4,9.1,7.81,28,17.8,4.8,202.9,23.3,14.1,30,3.94,6.5,130,0.9,20,393,1965,0.06,125.3,N/A
J_2_5_29_2023,5/29/2023,2023,May,5,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:30,9:30 AM,9.5,2,Sunny,6.1,N,30.7,8.5,7.82,28.6,18.2,4.9,200,17.88,14.3,24,3.97,7.7,130,1.1,15,332,1660,0.14,92.1,N/A
J_3_5_29_2023,5/29/2023,2023,May,5,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:30,11:30 AM,11.5,2,Sunny,6.4,N,30.6,7.8,7.88,29.5,18.8,5,205.6,43.4,14.8,57,3.93,8.3,128,1.2,45,358,1790,0.06,96,N/A
J_4_5_29_2023,5/29/2023,2023,May,5,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:30,1:30 PM,1.5,2,Sunny,1.8,NE,30.8,7.2,7.93,30.4,19.5,5,199.2,57.5,15.2,73,3.68,6.1,129,1,80,358,1790,0.08,91.4,N/A
J_5_5_29_2023,5/29/2023,2023,May,5,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:30,3:30 PM,3.5,2,Sunny,8.2,N,31.8,7.4,7.89,30.3,19.4,5,195.5,19.74,15.2,28,3.66,7.5,130,1.1,20,362,1810,0.07,137.2,N/A
J_6_5_29_2023,5/29/2023,2023,May,5,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:30,5:30 PM,5.5,2,Light Sunny,3.2,N,31.8,8.6,7.92,29.7,19,5.1,193.5,32.6,14.9,46,3.65,8.1,130,1,15,348,1740,0.05,209.2,N/A
J_7_6_12_2023,6/12/2023,2023,June,6,Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:30,7:30 AM,7.5,2,Light Sunny,14.8,S,31.2,9.6,7.68,27.2,17.2,4.8,158.8,127,13.6,165,2.87,6.8,129,1.2,110,340,1700,0.01,169.6,N/A
J_8_6_12_2023,6/12/2023,2023,June,6,Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:30,9:30 AM,9.5,2,Sunny,16.5,S,31.4,9.4,7.7,27.8,17.6,4.1,151.4,62,13.9,78,3.61,6.8,128,0.5,80,353,1765,0.05,119.7,N/A
J_9_6_12_2023,6/12/2023,2023,June,6,Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:30,11:30 AM,11.5,2,Sunny,13.6,S,31.8,8.2,7.81,30.3,19.4,4.4,159.5,36,15.2,54,3.67,5.8,124,0.3,100,391,1955,0.07,139.3,N/A
J_10_6_12_2023,6/12/2023,2023,June,6,Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:30,1:30 PM,1.5,2,Sunny,8.2,S,31.7,7.4,7.77,32.1,20.7,4.5,160.3,95,16.1,133,3.74,5.1,127,0.3,130,415,2075,0.06,90.2,N/A
J_11_6_12_2023,6/12/2023,2023,June,6,Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:30,3:30 PM,3.5,2,Cloudy,23,SE,31.8,7.8,7.82,32,20.6,4.4,161.7,119,16,154,3.82,4.5,129,0.9,100,385,1925,0.01,107.9,N/A
J_12_6_12_2023,6/12/2023,2023,June,6,Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:30,5:30 PM,5.5,2,Heavy thunderstrom ,10,E,31.4,9,7.78,31,19.9,4.4,193.5,139,15.5,179,3.69,2.6,129,0.5,140,370,1850,0.01,125.9,Heavy thunderstrom at 4:15 to 4:45 pm
J_13_6_20_2023, 6/20/2023,2023,June,6,Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,7:00 AM,7,2,Sunny,12.6,S,30.6,7.5,7.89,32.2,20.8,7.4,100.4,260,16.2,398,4.61,3.8,131,0.4,20,395,1975,0.04,185.6,N/A
J_14_6_20_2023, 6/20/2023,2023,June,6,Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,9:00 AM,9,2,Sunny,28.1,S,30.8,9.6,7.92,32.6,21,6.2,76,163,16.3,241,4.42,2.6,131,0.3,100,392,1960,0.07,149.1,N/A
J_15_6_20_2023, 6/20/2023,2023,June,6,Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,11:00 AM,11,2,Sunny,27.7,S,30.8,11.3,7.86,31.1,20,6,73.2,460,15.6,677,4.11,2.7,130,0.4,110,387,1935,0.05,112.5,N/A
J_16_6_20_2023, 6/20/2023,2023,June,6,Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,1:00 PM,1,2,Sunny,18.3,S,31.2,11.5,7.92,29.9,19.1,5.9,86.2,262,15,433,3.91,1.6,130,0.3,160,361,1805,0.03,150.6,N/A
J_17_6_20_2023, 6/20/2023,2023,June,6,Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,3:00 PM,3,2,Cloudy,11.8,S,31,11.5,7.91,25.3,15.9,5.7,78,81.7,12.7,145,3.6,3.2,126,0.3,150,307,1535,0.01,139,N/A
J_18_6_20_2023, 6/20/2023,2023,June,6,Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,5:00 PM,5,2,Light Rain,6.4,S,31.1,11.2,7.86,28.7,18.2,6.1,73.8,31,14.4,58,4.06,5.5,130,0.3,110,345,1725,0.05,91.2,N/A
J_19_7_11_2023, 7/11/2023,2023,July,7,Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:00,17:00,7:00 AM,7,2,Cloudy,20.1,S,30.4,11.5,7.63,8.74,5.02,6.7,105.2,53.7,4.37,60,0.5,3.1,113,0.3,160,109,545,0.05,116.7,LPG ship passed at 6:50 am
J_20_7_11_2023, 7/11/2023,2023,July,7,Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:00,17:00,9:00 AM,9,2,Cloudy,8.2,S,30.7,10.3,7.71,7.48,4.27,6.1,76.3,38.7,3.76,68,0.35,4.1,108,0.4,90,91,455,0.06,121.5,N/A
J_21_7_11_2023, 7/11/2023,2023,July,7,Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:00,17:00,11:00 AM,11,2,Rain,9.3,W,30.7,9.1,7.7,6.5,3.65,6,74.1,142,3.25,208,0.56,2.6,105,2.2,120,79,395,0.09,125.7,Heavy rain from 10am -10:15am
J_22_7_11_2023, 7/11/2023,2023,July,7,Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:00,17:00,1:00 PM,1,2,Heavy rain,2.5,E,30.8,8.5,7.74,4.37,2.39,5.9,84.5,163,2.19,215,0.36,2.9,95,1,90,60,300,0.06,103.7,Heavy rain from 11:30am to 1:10pm
J_23_7_11_2023, 7/11/2023,2023,July,7,Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:00,17:00,3:00 PM,3,2,Cloudy,10,SE,30.9,9.3,7.75,4.44,2.42,5.8,83.8,85.9,2.22,123,0.27,2.6,95,0.9,160,55,275,0.07,152.3,Ship passed
J_24_7_11_2023, 7/11/2023,2023,July,7,Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:00,17:00,5:00 PM,5,2,Sunny,10.8,S,30.8,10.4,7.7,6.14,3.43,5.7,78.3,65.6,3.07,112,0.58,2.7,103,1.5,120,81,405,0.09,131.3,Ship passed
J_25_7_19_2023, 7/19/2023,2023,July,7,Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,7:00 AM,7,2,Cloudy,10.4,E,30.8,6.3,7.88,1.65,0.85,8.2,3.9,378,0.83,604,0.09,0.4,52,0.8,130,32,160,0.08,75,N/A
J_26_7_19_2023, 7/19/2023,2023,July,7,Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,9:00 AM,9,2,Sunny,24.1,E,30.8,7.7,7.91,1.88,0.96,6.8,83.7,191,0.91,216,0.09,2,60,0.6,180,28,140,0.06,50.2,N/A
J_27_7_19_2023, 7/19/2023,2023,July,7,Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,11:00 AM,11,2,Cloudy,16.5,E,30.9,9.9,7.81,2.91,1.55,6.3,80.2,343,1.46,466,0.11,1.7,78,1,110,27,135,0.1,123.5,N/A
J_28_7_19_2023, 7/19/2023,2023,July,7,Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,1:00 PM,1,2,Sunny,23,E,31.1,10.4,7.78,3.82,2.07,6.2,83.4,173,1.91,213,0.18,0.3,88,0.8,80,40,200,0.07,98.2,Rain at 12:30 pm  for 10 minutes
J_29_7_19_2023, 7/19/2023,2023,July,7,Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,3:00 PM,3,2,Sunny,15.1,E,31.1,9.6,7.78,4.01,2.18,6.2,80.1,70.9,2.01,109,0.27,1.9,91,0.6,160,39,195,0.06,93.6,N/A
J_30_7_19_2023, 7/19/2023,2023,July,7,Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,5:00 PM,5,2,Sunny,20.8,E,30.9,8.9,7.77,3.15,1.69,6.3,92.4,66,1.58,110,0.12,1.8,81,0.7,110,33,165,0.07,95.7,N/A
J_31_8_4_2023,8/4/2023,2023,August,8,Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,7:00 AM,7,2,Cloudy,14,S,30.4,6.6,7.8,1.5,0.68,7.4,1.2,353,0.66,490,0.24,0.5,43,0.9,270,20,100,0.09,114.1,High wave current
J_32_8_4_2023,8/4/2023,2023,August,8,Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,9:00 AM,9,2,Cloudy,17.6,S,30.6,5.9,7.8,1.08,0.55,6.6,80.3,502,0.46,747,0.19,1.3,29,0.9,500,18,90,0.09,109.1,High wave 
J_33_8_4_2023,8/4/2023,2023,August,8,Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,11:00 AM,11,2,Cloudy,2.5,S,30.4,8.5,7.81,1.57,0.68,5.5,117.3,277,0.78,482,0.21,0.6,41,0.8,370,18,90,0.08,171.7,High tide starts at 9:30am 
